ID,File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender
krd_001734_grammar,,Noba ngiye,je serais parti,I would have gone,grammar,,,,,,
krd_001735_grammar,,Nobesha?,Est-ce que je mentirais ?,Would I tell a lie?,grammar,,,,,,
krd_001736_grammar,,Nobishobora?,Serais-je capable de le faire ?,Would I be able to do it?,grammar,,,,,,
krd_001737_grammar,,Nogiye kurima ariko simfise isuka,"Je serais allé voir une pute, mais je n'ai pas de pute","I would have gone to hoe, but i don’t have a hoe",grammar,,,,,,
krd_001738_grammar,,Nokunze kumubona ariko sinari i muhira,"J'aurais aimé le voir, mais je n'étais pas chez moi","I would like to have seen him, but I wasn‘t at home",grammar,,,,,,
krd_001739_action-verbs,,None bakimenye ata mwanya bagihaye,Est-ce qu’il ont progressé sans se donner du temps,Did they progress without giving themselves time?,action-verbs,,,,,,
krd_001740_idioms,,None boba babikuye hehe?,où pourraient-ils les obtenir?,where could they get them?,idioms,,,,,,
krd_001741_proverbs,,None wewe ntubona ko batubeshe?,Est ce que toi tu vois pas qu'ils nous on menti ?,Don't you see that they lied to us?,proverbs,,,,,,
krd_001742_proverbs,,None wokunda igihugu utazi ivyaco gute?,Comment peut-on aimer le pays sans le connaître ?,How can you love the country without knowing it?,proverbs,,,,,,
krd_001743_general,,Norihisha ikarata?,Puis-je payer par carte?,Can I pay by card?,general,,,,,,
krd_001744_grammar,,Noshimye ivyo mba nabibonye,J'aurais aimé ces choses si je les avais vues,I would have liked those things if I had seen them,grammar,,,,,,
krd_001745_proverbs,,Noshobora kubikora nawe ubishatse.,Je peux le faire avec toi si tu préfère.,I can do it with you if you prefer.,proverbs,,,,,,
krd_001746_vocabulary,,Notora ibihingurirwa iwacu.,Je préfère les produits locaux.,I prefer local products.,vocabulary,,,,,,
krd_001747_grammar,,Noza i wanyu ejo uzoba ukora ?,"Si je viens chez toi demain, est-ce que tu travailleras ?",If I come to your house tomorrow will you be working?,grammar,,,,,,
krd_001748_grammar,,Noza i wanyu ejo uzoba uriko urakora?,"Si je devais venir chez toi demain, est-ce que tu travaillerais ?",If I should come to your house tomorrow would you be working?,grammar,,,,,,
krd_001749_grammar,,"Noza i wanyu hatoya, woba uriko urabiba uburo?","Si je devais venir chez vous maintenant, planteriez-vous du mil ?",If I should come to your house presently would you be planting millet?,grammar,,,,,,
krd_001750_grammar,,"Noza i wanyu hatoya, woba uriko urakora?","Si je devais venir chez toi dans peu de temps, est-ce que tu travaillerais ?",If I should come to your house in a little while would you be working?,grammar,,,,,,
krd_001751_action-verbs,,Noze mukiyaga,J'ai nagé dans le lac.,I swam in the lake.,action-verbs,,,,,,
krd_001752_general,,Nrwaho Umuriro!,Au feu!,Fire!,general,,,,,,
krd_001753_action-verbs,,Nshaka akaruhuko.,J'ai besoin de repos.,I need rest.,action-verbs,,,,,,
krd_001754_action-verbs,,Nshaka amazi.,Je veux de l'eau.,I want water.,action-verbs,,,,,,
krd_001755_action-verbs,,Nshaka gufungura inrya.,Je veux manger de la nourriture.,I want to eat food.,action-verbs,,,,,,
krd_001756_action-verbs,,Nshaka guhindura akazi.,Je vais changer de travail.,I'm going to change jobs.,action-verbs,,,,,,
krd_001757_action-verbs,,Nshaka gukora ikintu gishasha.,Je veux faire quelque chose de créatif.,I want to do something creative.,action-verbs,,,,,,
krd_001758_general,,Nshaka gutembera Paris.,Je veux visiter Paris.,I want to visit Paris.,general,,,,,,
krd_001759_action-verbs,,Nshaka ibirato bishasha.,J'ai besoin de nouvelles chaussures.,I need new shoes.,action-verbs,,,,,,
krd_001760_action-verbs,,Nshaka ibiruhuko.,J'ai besoin de vacances.,I need a vacation.,action-verbs,,,,,,
krd_001761_action-verbs,,Nshaka imiti.,J'ai besoin de médicaments.,I need medicine.,action-verbs,,,,,,
krd_001762_emotions,,Nshaka impanuro.,J'ai besoin d'un conseil.,I need advice.,emotions,,,,,,
krd_001763_language,,Nshaka kumenya igifaransa.,Je veux apprendre le français.,I want to learn French.,language,,,,,,
krd_001764_action-verbs,,Nshaka kurya ivyo kurya.,Je veux manger de la nourriture.,I want to eat food.,action-verbs,,,,,,
krd_001765_action-verbs,,Nshaka kuryama.,Je veux dormir.,I want to sleep.,action-verbs,,,,,,
krd_001766_action-verbs,,Nshaka kuvugana n'Umunyeshure.,Je veux parler avec l'étudiant.,I want to speak with the student.,action-verbs,,,,,,
krd_001767_action-verbs,,Nshaka kuvugana n'umunyeshure wa kaminuza.,Je veux parler avec l'étudiant.,I want to speak with the student.,action-verbs,,,,,,
krd_001768_action-verbs,,Nshaka kuvugana na umunyeshure,Je veux parler avec l'étudiant.,I want to speak with the student.,action-verbs,,,,,,
krd_001769_language,,Nshaka kwiga igifaransa.,Je veux apprendre le français.,I want to learn French.,language,,,,,,
krd_001770_action-verbs,,Nshaka kwiyumvira .,J'ai besoin de me concentrer.,I need to concentrate.,action-verbs,,,,,,
krd_001771_action-verbs,,Nshaka mudasobwa nshasha.,J'ai besoin d'un nouvel ordinateur.,I need a new computer.,action-verbs,,,,,,
krd_001772_action-verbs,,Nshaka umuganga.,J'ai besoin d'un médecin.,I need a doctor.,action-verbs,,,,,,
krd_001773_proverbs,,Nshaka umusegetera.,J'ai besoin d'une moustiquaire.,I need a mosquito net.,proverbs,,,,,,
krd_001774_action-verbs,,Nshika nacerewe.,J'arriverai en retard.,I will arrive late.,action-verbs,,,,,,
krd_001775_grammar,,"Nshitseyo, yari agiye","Quand je suis arrivé, il venait juste de partir",When I got there he had just gone,grammar,,,,,,
krd_001776_grammar,,"Nshitseyo, yari yaragiye","Quand je suis arrivé, il était parti",When I got there he had gone,grammar,,,,,,
krd_001777_grammar,,"Nshitseyo, yari yāgiye","Quand je suis arrivé, il était parti",When I got there he had gone,grammar,,,,,,
krd_001778_jokes,,"Nshāka kumenya ingéne abìígīsha bamenyá ivyó nīzé, Kugíra ngo mu kibázo bāmé bâzana ivyó ntītéze.","Je veux savoir comment les enseignants savent ce que j'ai étudié et ce que je n'ai pas, juste pour toujours inclure ce que je n'ai pas étudié, dans l'examen.","I want to know how the teachers know what I studied and what I didn't, just so they could always include what I didn't study, in the exam.",jokes,,,,,,
krd_001779_proverbs,,Nsinywa inzoga.,Je ne bois pas d'alcool.,I don't drink alcohol.,proverbs,,,,,,
krd_001780_grammar,,Nta cabaye,rien ne s'est passé,nothing happened,grammar,,,,,,
krd_001781_grammar,,Nta co azoba,rien ne lui arrivera,nothing will happen to him,grammar,,,,,,
krd_001782_grammar,,Nta co nzoba,il ne m'arrivera rien.,nothing will happen to me.,grammar,,,,,,
krd_001783_grammar,,Nta ho azokwigera abikora,Il ne le fera jamais,He will never do it,grammar,,,,,,
krd_001784_grammar,,Nta ho nzokora ivyo,Je ne ferai jamais ça,I shall never do that,grammar,,,,,,
krd_001785_grammar,,Nta ho uribwabone ben'ivyo?,N'avez-vous jamais rien vu de pareil ?,Have you never seen anything like that?,grammar,,,,,,
krd_001786_grammar,,Nta ko ndibugire,Je ne peux rien y faire,I can’t do anything about it,grammar,,,,,,
krd_001787_proverbs,,Nta kunegura abagiraneza.Imana ni nyen'Imbabazi kandi ni nyene impuhwe.,Pas de reproche contre les bienfaiteurs. Dieu est Pardonneur et Miséricordieux.,No reproach against the benefactors. God is Forgiving and Merciful.,proverbs,,,,,,
krd_001788_proverbs,,Nta mahera mfise.,Je n'ai pas d'argent.,I don't have any money.,proverbs,,,,,,
krd_001789_grammar,,Nta muntu yoshobora kwinjira mu nzu y’umuntu w’inkomezi atabanje kuboha wa munyenkomezi,Personne ne pouvait entrer dans la maison d'un homme fort sans d'abord lier cet homme fort.,No one could go into the house of a strong man without first binding that strong man,grammar,,,,,,
krd_001790_proverbs,,Nta n'umwe ari intungane.,Personne n'est parfait.,Nobody is perfect.,proverbs,,,,,,
krd_001791_grammar,,Nta ntaryo yamaho ngw abasabire,Il est toujours vivant afin qu'il puisse prier pour vous,He is ever living that He may pray for you,grammar,,,,,,
krd_001792_proverbs,,Nta nzoga nwa,Je ne bois pas d'alcool.,I don't drink alcohol.,proverbs,,,,,,
krd_001793_proverbs,,Nta nzoga nywa.,Je ne bois pas d'alcool.,I don't drink alcohol.,proverbs,,,,,,
krd_001794_grammar,,Nta wundi ndibwirukire,Il n'y a personne d'autre vers qui je pourrais courir,There is no other person I could run to,grammar,,,,,,
krd_001795_proverbs,clips/sound_proverb/prov021.mp3,Nta wutanga Imama kwihebura.,Vous n’abandonnez pas le désespoir devant Dieu.,You don't give up to despair before God.,proverbs,,,,,,
krd_001796_general,,Ntabwo nemeranya.,Je ne suis pas d'accord.,I don't agree.,general,,,,,,
krd_001797_proverbs,,Ntaco naronse.,Je n'ai rien reçu.,I didn't receive anything.,proverbs,,,,,,
krd_001798_grammar,,Ntaco witaho.,Tu n'es pas responsable.,You are not responsible.,grammar,,,,,,
krd_001799_idioms,,Ntakunda kugumbirana.,Elle n'est pas du genre câlineuse.,She's not the cuddly type.,idioms,,,,,,
krd_001800_proverbs,,Ntamafaranga mfise.,Je n'ai pas d'argent.,I don't have any money.,proverbs,,,,,,
krd_001801_proverbs,,Ntamahera ngira.,Je n'ai pas d'argent.,I don't have any money.,proverbs,,,,,,
krd_001802_proverbs,,Ntanakimwe ndaronka.,Je n'ai rien reçu.,I didn't receive anything.,proverbs,,,,,,
krd_001803_proverbs,,Ntanumwe adakosha.,Personne n'est parfait.,Nobody is perfect.,proverbs,,,,,,
krd_001804_proverbs,,Ntaramúka arutwa na yό.,Souhaiter du mal aux autres est insignifiant comparé à la puissance de Dieu.,Wishing harm upon others pales in comparison to the power of God.,proverbs,,,,,,
krd_001805_grammar,,Ntaribwaze mu Burundi,avant de venir au Burundi,before I ever came to Burundi,grammar,,,,,,
krd_001806_proverbs,,Ntarátaze aruta mbūndâre.,"Dans la course de la vie, le travailleur devance le dormeur.","In the race of life, the hustler outruns the sleeper.",proverbs,,,,,,
krd_001807_proverbs,clips/sound_proverb/prov043.mp3,Ntawurya akatamugoye.,Aucun bonbon ne vient sans sueur.,No sweet comes without sweat.,proverbs,,,,,,
krd_001808_proverbs,clips/sound_proverb/prov026.mp3,Ntawuvuga yose nk'uwuraga.,Toutes les vérités ne méritent pas d’être dites.,Not every truth is worthy to be said.,proverbs,,,,,,
krd_001809_grammar,,Ntazoruha abikora,Il ne le fera jamais,He will never do it,grammar,,,,,,
krd_001810_action-verbs,,Ntegerezwa guhamagara.,Je dois passer un appel.,I have to make a call.,action-verbs,,,,,,
krd_001811_action-verbs,,Ntegerezwa gukora ejo,Je dois travailler demain.,I have to work tomorrow.,action-verbs,,,,,,
krd_001812_action-verbs,,Ntegerezwa gukora imyimenyerezo myinshi.,Je dois faire plus d'exercice.,I need to exercise more.,action-verbs,,,,,,
krd_001813_action-verbs,,Ntegerezwa kuciyumvirako,Je dois y réfléchir.,I have to think about it.,action-verbs,,,,,,
krd_001814_action-verbs,,Ntegerezwa kugenda kuri banke.,Je dois aller à la banque.,I have to go to the bank.,action-verbs,,,,,,
krd_001815_action-verbs,,Ntegerezwa kuja gusuma.,Je dois faire les courses.,I have to go shopping.,action-verbs,,,,,,
krd_001816_action-verbs,,Ntegerezwa kuja kuri banki.,Je dois aller à la banque.,I have to go to the bank.,action-verbs,,,,,,
krd_001817_action-verbs,,Ntegerezwa kuja muri banki.,Je dois aller à la banque.,I have to go to the bank.,action-verbs,,,,,,
krd_001818_action-verbs,,Ntegerezwa kumesa.,Je dois faire la lessive.,I have to do the laundry.,action-verbs,,,,,,
krd_001819_action-verbs,,Ntegerezwa kurwiza imyimenyerezo,Je dois faire plus d'exercice.,I need to exercise more.,action-verbs,,,,,,
krd_001820_action-verbs,,Ntegerezwa kuvyiyumvira.,Je dois y réfléchir.,I have to think about it.,action-verbs,,,,,,
krd_001821_proverbs,,Ntibifise umutwe n'amaguru.,C'est du n'importe quoi.,It's nonsense.,proverbs,,,,,,
krd_001822_grammar,,Ntihagira usubira kwubahuka kugira ico amubaza,Personne n'osait encore lui demander quoi que ce soit.,There was no one who again dared to ask him anything,grammar,,,,,,
krd_001823_grammar,,Ntihagire ubimenya,Que personne ne le sache,Let no one know it,grammar,,,,,,
krd_001824_grammar,,Ntihaje kwigishwa n’umwe ndetse uriya mugabo,Personne n'est venu apprendre sauf cet homme,No one came to learn except that man,grammar,,,,,,
krd_001825_grammar,,Ntihakagire uwundi ahaba,Qu'il n'y en ait pas un autre qui y habite,Let there not be another who lives there,grammar,,,,,,
krd_001826_proverbs,,Ntihāgá ibihúgu hāga imitíma.,"Le véritable espace nécessaire pour une vie paisible est dans le cœur, pas dans les frontières géographiques.","The real space needed for peaceful living is in the heart, not in the geographical boundaries.",proverbs,,,,,,
krd_001827_grammar,,Ntimukabeshe,Ne mens pas !,Don’t you lie!,grammar,,,,,,
krd_001828_grammar,,Ntimuraruha mubimenya canke mubitahura?,Tu ne peux pas encore le savoir ou le comprendre ?,Can’t you know it or understand it even yet?”,grammar,,,,,,
krd_001829_proverbs,,Ntimute imyanda hasi.,Ne jetez pas de déchets par terre.,Do not throw trash on the ground.,proverbs,,,,,,
krd_001830_grammar,,Ntituzokwama tubahanura,Nous ne vous réprimanderons pas toujours.,We will not always admonish you.,grammar,,,,,,
krd_001831_grammar,,Ntiwariko turubaka,nous ne construisions pas,We were not building,grammar,,,,,,
krd_001832_grammar,,Ntiyigera amwegera gushitsa aho yavyariye araheza amwita Yesu,il ne s'est pas approché d'elle jusqu'à ce qu'elle ait accouché puis il l'a appelé Jésus,he did not approach her until she had delivered then he called him Jesus,grammar,,,,,,
krd_001833_proverbs,,"Ntugakunde ico utazi rero, kandi ufise ubwenge.","Ne sois pas intriguer par ce que tu ignores, alors que tu es intelligent.","Don't be intrigued by what you don't know, even though you are intelligent.",proverbs,,,,,,
krd_001834_grammar,,Ntugasubire kuvuga,Ne parle plus !,Don’t speak again!,grammar,,,,,,
krd_001835_grammar,,Ntugire uwo ubibwira,Ne le dis à personne,Tell it to no one,grammar,,,,,,
krd_001836_emotions,,Ntuhangayike.,Ne t'inquiète pas.,Don't worry.,emotions,,,,,,
krd_001837_proverbs,,Ntukabeshe.,Ne mens jamais.,Never lie.,proverbs,,,,,,
krd_001838_grammar,,Nturaruha ubitahura?,Tu ne comprends pas ?,Can’t you understand it?,grammar,,,,,,
krd_001839_grammar,,Nturushe uba maso n’isaha n’imwe?,Tu ne pourrais pas regarder ne serait-ce qu'une heure ?,Couldn’t youwatch even one hour?”,grammar,,,,,,
krd_001840_grammar,,"Ntushobora kubona Paulo, kukw agiye",Tu ne peux pas voir Paul parce qu'il vient de partir,You can’t see Paul because he’s just gone,grammar,,,,,,
krd_001841_proverbs,,Ntute hasi imicafu.,Ne jetez pas de déchets par terre.,Do not throw trash on the ground.,proverbs,,,,,,
krd_001842_proverbs,,Ntute imicafu hasi.,Ne jetez pas de déchets par terre.,Do not throw trash on the ground.,proverbs,,,,,,
krd_001843_grammar,,Ntute uwo munyu kuko ndawugomba,Ne jette pas ce sel parce que je le veux,Don’t throw away that salt because I want it,grammar,,,,,,
krd_001844_proverbs,,Ntuzigere ubesha.,Ne mens jamais.,Never lie.,proverbs,,,,,,
krd_001845_proverbs,,Ntuzokwigere ubesha.,Ne mens jamais.,Never lie.,proverbs,,,,,,
krd_001846_grammar,,Ntuzotanga Uwera wawe ngo aze abore,Vous ne donnerez pas votre Saint pour qu'il se décompose,You will not give your Holy One that He may decay,grammar,,,,,,
krd_001847_proverbs,,Ntā barônkera rimwé nk'abáca imisígāti.,Chaque personne reçoit ses bénédictions en son temps.,Each person receives their blessings in their own time.,proverbs,,,,,,
krd_001848_proverbs,,Ntā buja bukizá.,Le succès ne vient jamais de l'esclavage.,Success never comes from slavery.,proverbs,,,,,,
krd_001849_proverbs,,Ntā bwênge bw'ŭmwe.,Une seule perspective ne capture pas l'image complète.,One perspective alone doesn't capture the whole picture.,proverbs,,,,,,
krd_001850_proverbs,,Ntā cĭca umukŏndo ngo gisigé amara.,Le mal qui s'abat sur l'un peut jeter son ombre sur tous les proches.,The harm that befalls one may cast its shadow over all related.,proverbs,,,,,,
krd_001851_proverbs,,Ntā gahéra iyό kăgīye.,Ce qui est perdu aujourd'hui peut revenir demain.,What is lost today may find its way back tomorrow.,proverbs,,,,,,
krd_001852_proverbs,,Ntā joro ridacá.,Chaque nuit a son aurore.,Every night has its dawn.,proverbs,,,,,,
krd_001853_proverbs,,Ntā kabúra imvo.,Rien ne se produit sans une cause précédente.,Nothing occurs without a preceding cause.,proverbs,,,,,,
krd_001854_proverbs,,Ntā kěra kā gusa.,Ce qui est vraiment précieux n'est jamais obtenu gratuitement.,The truly valuable is never attained for free.,proverbs,,,,,,
krd_001855_jokes,,"Ntā kīntu kibabáza nkó kwùúmva amaherá mw’ī pātaro utāherūka kwāmbara, hāma uyákūyeyó ugasānga ni agapápuró.","Rien ne fait aussi mal que de sentir de l'argent dans un vieux pantalon que vous n'avez pas porté depuis longtemps, mais lorsque vous essayez de le récupérer, vous découvrez que c'est juste un morceau de papier.","Nothing stings quite like discovering money in an old pair of pants you haven't worn in a while, only to realize it's just a piece of paper when you attempt to retrieve it.",jokes,,,,,,
krd_001856_proverbs,,Ntā mbwá ikugána igúfa mu kanwa.,Un chien qui savoure un os reste silencieux.,A dog enjoying a bone remains quiet.,proverbs,,,,,,
krd_001857_proverbs,,Ntā mpōngano y'ûmwânsi.,Ne donnez jamais à votre ennemi l'opportunité de rectifier ses erreurs.,Never give your foe the opportunity to rectify their mistakes.,proverbs,,,,,,
krd_001858_proverbs,,Ntā mucūmvyi yabwîyimye.,"Celui qui détient la clé, ouvre des portes pour lui-même, comme il le souhaite.","He who holds the key, opens doors for himself, as he wishes.",proverbs,,,,,,
krd_001859_proverbs,,Ntā mugabo umwé.,Deux têtes valent mieux qu'une.,Two heads are better than one.,proverbs,,,,,,
krd_001860_proverbs,,Ntā mukúru aburá mukúruwé.,"Dans le royaume du pouvoir, il y a toujours une autorité supérieure.","In the realm of power, there is always a higher authority.",proverbs,,,,,,
krd_001861_proverbs,,Ntā mukúru mu cōbo.,La tombe est le grand égalisateur.,The grave is the great equalizer.,proverbs,,,,,,
krd_001862_proverbs,,Ntā muryāngo usūmbá inda.,"Dans la hiérarchie des priorités, l'estomac peut prendre le pas sur la famille.","In the hierarchy of priorities, the stomach can take precedence over family.",proverbs,,,,,,
krd_001863_proverbs,,Ntā muzīndutsi wa kare ku mutíma w'úwŭndi.,"Dans le vrai amour, demander n'est jamais un fardeau.","In true love, asking is never a burden.",proverbs,,,,,,
krd_001864_proverbs,,Ntā mvúra idahitá.,Les temps difficiles ne durent pas éternellement.,Difficult times are not everlasting.,proverbs,,,,,,
krd_001865_proverbs,,Ntā mwâna n'íkinōno.,"L'amour d'un parent ne connaît pas de favoritisme, tous les enfants sont égaux à leurs yeux.","A parent's love knows no favoritism, all children are equal in their eyes.",proverbs,,,,,,
krd_001866_proverbs,,Ntā mwîzá w'ínzara.,"Quand on a faim, la beauté perd son charme.","When hungry, beauty loses its charm.",proverbs,,,,,,
krd_001867_proverbs,,Ntā mwônga uburá isáto iba idáhīzwé.,Chaque personne a ses propres défauts.,Every person has their own flaws.,proverbs,,,,,,
krd_001868_proverbs,,Ntā nda iburá intŭntu.,"Dans chaque cœur, la douleur laisse sa marque.","In every heart, pain leaves its mark.",proverbs,,,,,,
krd_001869_proverbs,,Ntā ndagúkūnda nkakwānkira umwâna.,Aimer une personne inclut aimer sa famille.,Love for a person includes love for their kin.,proverbs,,,,,,
krd_001870_proverbs,,Ntā ngoma itavugá.,"Chaque battement de tambour représente une action, et chaque action a un impact.","Each drumbeat represents an action, and every action has an impact.",proverbs,,,,,,
krd_001871_proverbs,,Ntā nkokókazi ibíka isăke irího.,"Là où il y a un coq, aucune poule ne chante.","Where there is a rooster, no hen sings.",proverbs,,,,,,
krd_001872_proverbs,,Ntā ntāmbara iburá inkomére.,Chaque champ de bataille laisse des cicatrices.,Every battlefield leaves scars.,proverbs,,,,,,
krd_001873_proverbs,,Ntā nzόga itagirá ijāmbo.,"En compagnie d'amis et d'hydromel, que des paroles de sagesse soient prononcées et entendues.","In the company of friends and mead, let words of wisdom be spoken and heard.",proverbs,,,,,,
krd_001874_jokes,,"Ntā n’ùúmwe ibi bitìígeze bíshikira 
Māmá : Princiaaaa ingo hanóoo
Jēwé : Siharí màá
Māmá : Ingo hanó wewé","Tout le monde a déjà vécu cette situation.
Maman : ""Princiaaa ? Viens ici !""
Moi : ""Princia n'est pas là.""
Maman : ""Eh bien, toi, viens ici.""","Everyone has encountered this situation.
Mom: ""Princiaaa? Come here!""
Me: ""Princia is not here.""
Mom: ""So you, you come.""",jokes,,,,,,
krd_001875_proverbs,,Ntā rirênga rícāka.,"Tant que le cœur bat, l'espoir ne doit jamais reculer.","As long as heart beats, hope should never retreats.",proverbs,,,,,,
krd_001876_proverbs,,Ntā rubănza ruburá ijāmbo.,"Là où les gens se rassemblent, un discours doit couler.","Where people gather, a speech must flow.",proverbs,,,,,,
krd_001877_proverbs,,Ntā rutôha rútūhíwe.,"Sans une nourriture adéquate, aucune plante ne prospère.","Without proper nourishment, no plant thrives.",proverbs,,,,,,
krd_001878_proverbs,,Ntā shāmba risūmbá ijoro.,Aucune forêt n'est aussi redoutable que l'obscurité de la nuit.,No forest is as daunting as the darkness of the night.,proverbs,,,,,,
krd_001879_proverbs,,Ntā wakóreye Imâna yĭkoreye amabóko.,Ceux qui servent Dieu par de bonnes actions trouveront toujours un but.,Those who serve God with good deeds will always find a purpose.,proverbs,,,,,,
krd_001880_proverbs,,Ntā wubâgira ahatágirá isāzi.,"Où que aille le boucher, les mouches le trouveront.","Wherever the butcher goes, flies will find him.",proverbs,,,,,,
krd_001881_proverbs,,Ntā wubândwa abângikanije.,On ne peut pas être dévoué à deux maîtres.,One cannot be devoted to two masters.,proverbs,,,,,,
krd_001882_proverbs,,Ntā wubûrana n'úwumúgaba.,Il est imprudent de défier quelqu'un de plus puissant dans un litige juridique.,It is unwise to challenge someone of greater power in a legal dispute.,proverbs,,,,,,
krd_001883_proverbs,,Ntā wubûrana n'úwumúhāmba.,"Dans la mort, le pouvoir de décider prend fin.","In death, one's power to decide ends.",proverbs,,,,,,
krd_001884_proverbs,,Ntā wuhérekeza uwĭcaye.,"Personne ne peut accompagner une personne qui s'assoit. Si elle veut vraiment de la compagnie, elle doit se lever.","No one can accompany a person who sits. If they truly want company, they must stand.",proverbs,,,,,,
krd_001885_proverbs,,Ntā wuhísha umwôtsi inzu iríko irashá.,Vous ne pouvez pas cacher les ondulations quand le trouble agite les eaux.,You can't conceal the ripples when trouble stirs the waters.,proverbs,,,,,,
krd_001886_proverbs,,Ntā wuhόra ahό yabâye.,Il est important de s'aventurer loin de son lieu de naissance pour trouver des opportunités.,It's important to venture far from your birthplace to find opportunities.,proverbs,,,,,,
krd_001887_proverbs,,Ntā wuménya umŭsi.,Personne ne connaît le jour.,Nobody knows the day.,proverbs,,,,,,
krd_001888_proverbs,,Ntā wunyága uwó atăgabiye.,Personne ne peut reprendre ce qu'il n'a jamais donné.,No one can repossess what they've never bestowed.,proverbs,,,,,,
krd_001889_proverbs,,Ntā wurágira mū nzu.,Vous ne pouvez pas mener le troupeau au pâturage à l'intérieur d'une maison.,You cannot lead the flock to pasture inside a house.,proverbs,,,,,,
krd_001890_proverbs,,Ntā wurímira amasáka ahó atagirá amasabo.,Le succès attire l'attention de ceux qui sont dans le besoin.,Success draws the attention of those in need.,proverbs,,,,,,
krd_001891_proverbs,,Ntā wurîra ibigôri ahó yagôrewe.,On savoure rarement un fruit doux du même arbre amer.,One seldom savors sweet fruit from the same bitter tree.,proverbs,,,,,,
krd_001892_proverbs,,Ntā wurônderera ubwîzá mw'īkazānga.,La véritable beauté ne peut être atteinte par les cosmétiques.,True beauty cannot be attained through cosmetics.,proverbs,,,,,,
krd_001893_proverbs,,Ntā wusângira n'ûmwôro umwērēra.,Une coupe de générosité peut ne pas atteindre les pauvres.,A cup of generosity may not reach the poor.,proverbs,,,,,,
krd_001894_proverbs,,Ntā wusíga inká mw'īgabiro.,Ne laissez jamais un cadeau entre les mains du donneur.,Never leave a gift in the hands of the giver.,proverbs,,,,,,
krd_001895_proverbs,,Ntā wusîmba agasîndé.,Un petit paquet maudit sur votre chemin est insurmontable.,A small cursed parcel in your way is insurmountable.,proverbs,,,,,,
krd_001896_proverbs,,Ntā wutânga Imâna kwĭhebūra.,On ne doit pas désespérer devant Dieu.,One should not desperate before God.,proverbs,,,,,,
krd_001897_proverbs,,Ntā wutânga icό adafisé.,On ne peut pas donner ce qu'on n'a pas.,You can't give what you don't have.,proverbs,,,,,,
krd_001898_proverbs,,Ntā wutêra atêngase.,Personne ne laboure la terre avec un fardeau sur la tête.,No one tills the land with a burden on their head.,proverbs,,,,,,
krd_001899_proverbs,,Ntā wutêra ibuye ahó yatéretse igisābo.,"Là où il y a quelque chose de précieux, le chaos est évité.","Where there is something valuable, chaos is avoided.",proverbs,,,,,,
krd_001900_proverbs,,Ntā wutîza urūgi imfyísi zâtêye.,"Lorsque des menaces sont présentes, la porte ne peut être empruntée.","When threats are present, the door cannot be borrowed.",proverbs,,,,,,
krd_001901_proverbs,,Ntā wutîza.,Personne ne prête.,No one lends.,proverbs,,,,,,
krd_001902_proverbs,,Ntā wutûnga izó adashītúra.,Prenez toujours soin de ce qui est à vous.,Always take care of what is yours.,proverbs,,,,,,
krd_001903_proverbs,,Ntā wutûra ngo atūrwé hāsí.,Un invité avec des cadeaux est accueilli à bras ouverts.,A guest with gifts is greeted with open arms.,proverbs,,,,,,
krd_001904_proverbs,,Ntā wuvûka rimwé ngo yūzúre ingovyi.,Rome ne s'est pas construite en un jour.,Rome wasn't built in a day.,proverbs,,,,,,
krd_001905_proverbs,,Ntā wuzíbira inzira y'Úburŭndi.,"Comme une graine grandissant vers le soleil, l'évolution de quelqu'un ne connaît pas de limites.","Like a seed growing towards the sun, one's evolution knows no bounds.",proverbs,,,,,,
krd_001906_proverbs,,Ntā wuzíbira umurômbero inká zígitāha.,Ne freinez pas le progrès lorsque les opportunités se présentent.,Don't hinder progress when opportunities arise.,proverbs,,,,,,
krd_001907_proverbs,,Ntā wúca urubănza atūmvīse.,Un jugement juste nécessite une écoute attentive des deux côtés.,A just judgment requires attentive ears to hear both sides.,proverbs,,,,,,
krd_001908_proverbs,,Ntā wúgwa mu bânsi ngo agēndé amahóro.,Celui qui rencontre des ennemis sur la route ne peut pas revenir sans cicatrices.,He who meets foes on the road cannot return without scars.,proverbs,,,,,,
krd_001909_proverbs,,Ntā wúrya inzóka ngo ananírwe n'úmurīzo.,Celui qui commence quelque chose devrait le terminer complètement.,He who starts something should finish it completely.,proverbs,,,,,,
krd_001910_proverbs,,Ntā wúrya vyöse nk'úwurága.,Celui qui mange le plus lors du festin est souvent celui qui a le moins de temps devant lui.,The one who eats the most at the feast is often the one with the shortest time left.,proverbs,,,,,,
krd_001911_proverbs,,Ntā wúrya wênyéne nk'ígisebe.,Rompre le pain ensemble crée des liens durables.,Breaking bread together creates lasting connections.,proverbs,,,,,,
krd_001912_proverbs,,Ntā wăma ahîriwe.,La route de la vie est pavée de joie et de chagrin.,Life's road is paved with both joy and sorrow.,proverbs,,,,,,
krd_001913_proverbs,,Ntā wĭcīra urubănza.,Une personne ne peut pas être son propre juge.,A person cannot be their own judge.,proverbs,,,,,,
krd_001914_proverbs,,Ntā wĭkūra kurí nyina ngo yaráshāje.,Personne ne peut se détourner de l'étreinte de sa mère âgée.,No one can turn away from the embrace of their aged mother.,proverbs,,,,,,
krd_001915_proverbs,,Ntā wĭyerekera kū mānga.,On ne danse pas près d'une falaise.,One does not dance near a cliff.,proverbs,,,,,,
