File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,word_count,char_count
,"Mu kinyamakuru natanguriyemwo, bahamagaye abize indimi n’amayagwa vya Afirika ngo bazane amadosiye bahiganirwe kuronka akazi, baca barangomwa",,,general,"Dans le journal que j'ai créé, on a appelé des linguistes africains pour qu'ils apportent des dossiers et concourent pour des emplois, et ils ont été rejetés.",,,,,,17,141
,"Mu kugisoroma, barafurura mu kuzimu bagakurayo imyaho ( amagoma)",,,general,"En le récitant, ils sont soulevés des enfers et éliminent les aigles.",,,,,,9,64
,Mu kurangura iryo banga bashigikirwa n’igihugu n’amakomine.,,,general,"Pour réaliser ce secret, ils sont soutenus par l'État et les municipalités.",,,,,,7,59
,"Mu kwugurura ibikorwa vy’iryo sabukuru, eka mbere no mu kubisozera, bakoresheje ururimi kavukire rwabo",,,general,"En ouvrant les activités de cet anniversaire, tant avant qu'à la clôture, ils ont utilisé leur langue maternelle",,,,,,14,102
,"Mu majambo make, abantu, na cane cane urwaruka, baribakwiye kwijukira kuryohora inyandiko yabo.",,,general,"Dans peu de temps, les gens, et en particulier les jeunes, devraient être disposés à améliorer leur écriture.",,,,,,13,95
,"Mu mashure, bakenyere zigume bagihe umwanya ukwiye, abacigisha bakarihirizwe ubwenge, kandi ubutohozi bubandanye",,,general,"Dans les écoles, les élèves disposent de suffisamment de temps, les enseignants sont dotés de sagesse et la discipline est partagée.",,,,,,13,112
,"Mu matangazo, mu makoraniro yo guhanahana ivyiyumviro, eka n’ahandi hose abantu bakoraniye bavuga ku karanga",,,general,"Dans les émissions, lors de séances de brainstorming ou partout ailleurs, les gens se réunissent pour parler de cacahuètes",,,,,,15,108
,"Mu mayagwa n’imigenzo vy’ikirundi, hari abemeza ko umwana atanguye guhoha ategerezwa kuvuga se wiwe; ati: “da da da”",,,general,"Dans les traditions et coutumes du Kurdistan, certains croient que lorsqu'un enfant commence à pleurer, il doit le dire à son père ; il a dit ""da da da""",,,,,,18,116
,Mu mirizo y'inkoko uherekwa n'umuyaga.,,,proverbs,"En queues de poulet, vous êtes envoyé par le vent.",,,,,,5,38
,"Mu mpera z’umwka wa 2010, harabonetse ibikorwa vy’iterambere muri Gitega harimwo: Naho biri uko, haracari ibibazo vy’ukuntu ibikorwa bijana buhoro n’iterambere ry’igisagara",,,general,"Fin 2010, des activités de développement ont eu lieu à Gitega, notamment : Cependant, des questions subsistent sur la lenteur des activités et le développement de la ville.",,,,,,22,172
,Mu mwaka w'1903 niho catakaza intahe y’ukwikukira igihe hashikiye abadagi; umwami w’ico gihe Mwezi Gisabo akaba yasinyanye nabo Amasezerano y’i Kiganda,,,general,"En 1903, elle perdit sa preuve de protection lorsqu'elle fut envahie par les Allemands ; le roi de l'époque, Mwezi Gisabo, a signé avec eux l'accord de Kiganda.",,,,,,21,151
,"Mu mwaka wa 1961, ni ho uwundi mupatiri yitwa Francis Marie Rodegem yasohora na we nyene kazinduzi y’amajambo y’Ikirundi asiguye no mu Gifaransa.",,,general,"En 1961, un autre prêtre nommé Francis Marie Rodegem publia également une traduction des mots kurdes en français.",,,,,,23,145
,"Mu mwaka wa 2019, Reta y’Uburundi, ibicishije mu kigo CEBULAC vyari vyagize umugambi wo guteza imbere abanditsi bandika mu Kirundi",,,general,"En 2019, le Gouvernement du Burundi, à travers l'institut CEBULAC, avait un plan pour promouvoir les écrivains qui écrivent au Burundi.",,,,,,20,130
,Mu mwihwezo nakoze ku bantu cumi nasavye batore ijambo ry’Ikirundi twokoresha.,,,general,"En fin de compte, j'ai demandé à dix personnes de choisir le mot ourdou à utiliser.",,,,,,11,78
,Mu myaka umunani maze ntanguye kwihweza ubwiza bw’urwo rurimi n’ikoreshwa ryarwo.,,,general,"En huit ans, j'ai commencé à admirer la beauté de cette langue et son usage.",,,,,,11,81
,"Mu ndwi iheze, mwene mamawacu yaraje kuturamutsa. Ese ingene twari tumukumbuye!",,,general,"La semaine dernière, ma mère est venue nous saluer. Comme nous l'avons réprimandé !",,,,,,11,79
,"Mu ntango z’umwaka bakagira amafundo cumi n’abiri, ukwezi guheze bagaheza bagaca ipfundo rimwe gushika ayo mapfundo aheze, gutyo bakamenya ko umwaka uheze",,,general,"Au début de l'année ils ont douze nœuds, à la fin du mois ils coupent un nœud jusqu'à ce que ces nœuds soient finis, ainsi ils savent que l'année est finie.",,,,,,22,154
,Mu ntara ya Muyinga hariyo ikomine bita Butihinda nayo iyo komine irimwo inzahabu nyinshi,,,general,Dans la province Muyinga il y a une commune appelée Butihinda et cette commune contient beaucoup d'or.,,,,,,14,89
,"Mu ntumbero yo gutsimbataza intwaro rusangi, Ibwirizwa rirashobora kurekurira imigambwe kuronka imfashanyo ku buryo bungana.",,,general,"Dans le but de favoriser le bien commun, l'Ordre peut prévoir des mesures pour obtenir des aides de manière équitable.",,,,,,15,124
,"Mu ntumbero yo kugarukira ururimi rw’Ikirundi, icihutirwa kandi ata n’umwe akideha, ni uko hojaho urwego nshingwakirundi",,,general,"Afin de limiter l'usage de la langue ourdou, il est urgent et personne n'abandonne qu'un niveau soit instauré en ourdou.",,,,,,16,120
,"Mu ntwaro, abarundi bose bategerezwa kuba baserukiwe bikwiye mu budasa bwa bo.",,,general,"Dans les armes, tous les autres doivent être correctement représentés dans leur diversité.",,,,,,12,78
,"Mu nyandiko, vyagumye bityo, ariko mu buzima bw’igihugu, ururimi rw’Igifaransa ni rwo rwagumye rufata iya mbere",,,general,"A l'écrit, elle le resta, mais dans la vie du pays, la langue française continua à primer.",,,,,,16,111
,"Mu nyuma ku ntwaro y'Ababirigi gitakaza Ubugufi, imwe mu ntara yari nini, ica yegukira igihugu ca Tanzaniya",,,general,"Plus tard, l'armée belge a perdu Ukubu, l'une des plus grandes provinces, et elle a été acquise par la Tanzanie.",,,,,,17,107
,"Mu nyuma, uwo mugambi wagiye urasubira inyuma nk’ibirenge, ntiwigeze ushika ku ntego wari wagenewe",,,general,"En fin de compte, le plan a fait des allers-retours, sans jamais atteindre son objectif prévu.",,,,,,14,98
,"Mu nzira baza barasimba umugozi. Ako gakino baragakunda cane kuko karabatebukana. Kigeme asimba nabi, awuhonyorako uracika.",,,general,"Sur la route, ils frappent. Le jeu est d'autant plus intéressant qu'il est époustouflant. Kage s'est infiltré et il l'a plongé.",,,,,,16,123
,Mu ruganda rwo guhanahana ivyiyumvirokw’inagurwa ry’ururimi rw’Ikirundi,,,general,Dans l'échange d'idées pour l'expansion de la langue ourdou,,,,,,7,71
,"Mu vyo rujejwe, rurakwikirana ingene urwo rurimi rukoreshwa, uko rutera imbere, rukemeza amajambo mashasha iyo bikenewe",,,general,"Sous sa responsabilité, il s'adapte à l'usage de la langue, au fur et à mesure de son évolution, et approuve les nouveaux mots lorsque cela est nécessaire.",,,,,,16,119
,"Mu vy’ukuri, dukwiriye guha agaciro Ikirundi mu kukivuga tutakivanze n’ikinyamazuru; n’aho bigoye",,,general,"En fait, nous devrions valoriser l’ourdou en le parlant sans le mélanger avec un son nasal ; et où c'est difficile",,,,,,12,97
,"Mubijanye na kahise naho Igisagara ca Bujumbura, ku Badagi n'aba Birigi citwa Usumbura kikaba carigisagara c'ibihugu bibiri navyo bikaba vyari Uburundi n'Urwanda",,,general,"Par rapport au passé, la région de Bujumbura, pour les Danois et les Belges, s'appelle Usumbura, qui était une ville de deux pays qui étaient le Burundi et le Rwanda.",,,,,,22,161
,"Mugabo aramwihaniza ati: «Urazi ko mama yatwihanije kwonona imirima itarera, none rero ntihagire ico uvuga.»",,,general,"Mais il lui dit : « Tu sais que ma mère nous a corrompus à travers les rochers, alors ne parlons pas. »",,,,,,15,108
,"Mugabo hariho kamwe k’ikigaba kijana konyene. Nyina ikama ikabwira ngo kabihebe, ariko bigaca inyuma y’amatwi.",,,general,"Mais il n’en existe qu’une partie. Sa mère lui a dit d'abandonner, mais il s'est coupé derrière les oreilles.",,,,,,15,110
,"Mugabo niko, irarira ryayo ni akaroruhore. Nta muntu yohirahira ngo atwegerere urugo ariho iri.",,,general,"Mais alors, pleurant sa paume. Personne ne peut jurer de regarder la maison.",,,,,,14,95
,"Mugabo ntiwumve gutyo, sinirukanwa no gutinya igihano : nta kintu kinezereza, nk’iyo bariko baduza ibendera ry’igihugu cacu;",,,general,"Mais ne le pensez pas, je ne suis pas motivé par la peur du châtiment : rien ne me rend heureux, comme lorsqu'ils arborent le drapeau de notre pays ;",,,,,,17,124
,Mukaso ntaba ari nyoko.,,,proverbs,Mukaso n'est pas ta mère.,,,,,,4,23
,"Mumukure ku mano mumushitse ku mutwe. Erega we, umengo ni bizirana n’amazi. Isabuni yo ntuvuge.",,,general,"Emmenez-le des pieds à la tête. Après tout, l’arbre connaît l’eau. Le savon ne parle pas.",,,,,,15,95
,Munani urashayura nturagira.,,,proverbs,"Huit mois plus tard, ce n’est pas le cas.",,,,,,3,28
,"Munzira, tuhahurira n’abandi bana. Tyo tubonye batanguye gufyina, duca tubasiga, tukibandaniriza.",,,general,"Sur la route, nous rencontrons d'autres enfants. Quand nous voyons qui ont commencé à se donner, nous les laissons et continuons.",,,,,,11,97
,Muramenye:  Agakwabu ko hejuru (apostrophe) ni ako gutandukanya amajambo abiri igihe irya mbere ari akagetugetu,,,general,A savoir : Obalances ci-dessus (astrophet) consiste à distinguer deux mots lorsque le premier est un engrenage.,,,,,,15,111
,"Muramvya ifise n'ayandi mavuriro menshi matomato kuri buri komine ndetse hari n'ama komine usanga afise amavuriro abiri, atatu n'ayarenga",,,general,"Muramvya compte de nombreuses autres cliniques dans chaque municipalité et certaines municipalités en ont deux, trois ou plus.",,,,,,19,137
,"Muramvya ni igisagara kimwe mubisagara bigize igihugu c'Uburundi, Muramvya kandi ni intara imwe muntara icumi n'umunani zigize igihugu ciza c'Uburundi",,,general,M.,,,,,,20,150
,Muranyumva neza simvuze ngo twambare imbega canke iz’ibiti,,,general,"Si tu te sens bien, je ne dis pas qu'il ne faut pas maintenant habiller les épingles ou le bois",,,,,,8,58
,Murenganijwe sinswaganya ndababuranira. Erega n’abagenzi bazanwa nikiyago.,,,general,"Vous êtes juste, je ne leur en veux pas. Après tout, même les passagers sont victimes du désastre.",,,,,,7,74
,"Muri 1973, ni ho inagurwa ry’igisata c’indero mu guha ishusho ndundi ishure ry’ico gihe,",,,general,"En 1973, il y a eu l'agrandissement du tableau de discipline pour donner une image à une autre école de l'époque,",,,,,,14,88
,Muri 2008 cari gifise uburinganire bungana n'ibirometero kwadarato 87 ubu naho kikaba kigeze ku birometero kwadarato 127(ijana na mirongo ibiri nk'indwi),,,general,"En 2008, sa superficie était de 87 kilomètres carrés et elle atteint aujourd'hui 127 kilomètres carrés (cent vingt-sept).",,,,,,21,153
,"Muri Ruhuhuma umwaka wa 2005, Abarundi barahamagariwe kwemeza irindi bwirizwa shingiro biciye mu matora",,,general,"À Ruhuhuma en 2005, les Burundais ont été appelés à approuver une autre constitution par le biais d'élections.",,,,,,14,103
,"Muri ako kanya nyene, Niyonzima aho gutamarirwa, yaciye yitera mu nzu, arasahura impuzu, ibisaswa, eka m’ibindi ashoboye guterura.",,,general,"En même temps, au lieu de rejeter ses propres yeux, il se frappa, pilla ses vêtements, ses emballages et s'enfuit.",,,,,,18,130
,"Muri bitatu nasavye, harimwo igisata c’Indimi n’Amayagwa vyo muri Afirika",,,general,"Parmi les trois que j'ai demandé, il y avait un tableau des langues et langues africaines",,,,,,10,73
,"Muri ico gihe baba bariko batema amahonda, haba kandi ari mw’iyera ry’ibiharage n’ubushaza",,,general,"Ils sont toujours méprisés, à la fois dans le saint, le saint et dans la déviation",,,,,,13,90
,"Muri ico gihe, ivyirwa abana biga biba bishimikiye ku ndimi canke ku biharuro",,,general,"Aujourd'hui, les enfants apprennent à partir des langues ou des chiffres.",,,,,,13,77
,"Muri ico gihe, mu nzu bariko baracumba. Ivyo vyose, babigira wa muhungu akanyamuneza kamusya.",,,general,"En ce moment, à la maison. Tout cela, ils le font et lui donnent de la joie.",,,,,,14,93
,Muri ico gisagara tuhasanga Ingoro Ndangamico y'Uburundi na Arkidiyosezi ya Gitega,,,general,Dans cette ville on trouve le Musée du Burundi et l'Archidiocèse de Gitega,,,,,,11,82
,"Muri iryo tora rya kabiri, uwarushije uwundi amajwi niwe yemezwa mw’ibanga ryo kurongora igihugu.",,,general,"Lors de la deuxième élection, celui qui obtient le plus de voix est celui qui est approuvé dans le secret du mariage avec le pays.",,,,,,14,97
,"Muri iyi myaka 20 iheze, nko mu bijanye n’ihanahana ry’amakuru, ubuhinga bwarateye imbere cane",,,general,"Au cours des 20 dernières années, comme dans le domaine de l'échange d'informations, la technologie a considérablement progressé.",,,,,,14,94
,Muri iyo ntumbero barashobora gutungwa n’akazi bahawe n’ukwandika,,,general,"Pour cela, ils peuvent être soutenus par le travail qui leur a été confié et par la rédaction",,,,,,8,65
,Muri iyo ntumbero nyene dusanga abazi kwandika neza ibikino rimwe na rimwe bashobora kuronka isoko kubakinyi b’amareresi.,,,general,"Pour la même raison, on constate que de bons dramaturges peuvent parfois trouver un marché pour les acteurs de télévision.",,,,,,17,121
,"Muri iyontumbero, kwandika neza birashobora gutanga akazi gashimishije kubabishoboye.",,,general,"En conséquence, une bonne écriture peut offrir une carrière enrichissante à ceux qui en sont capables.",,,,,,9,85
,"Muri kaminuza ho, uwutagiye mu gisata c’indimi, nta ho basubira guhurira n’Ikirundi.",,,general,"À l’université, si vous ne suivez pas les cours de langue, vous ne retrouverez plus jamais l’ourdou.",,,,,,12,84
,"Muri make, inyifato y’Umurundi yategerezwa kuba itagira agasembwa.",,,general,"Bref, le comportement d'Umurundi devait être impeccable.",,,,,,8,66
,"Muri ryo, handitse uku gukurikira :Ruzoba rugizwe n’abatohozandimi, abigisha, abazi gutora bishasha, abaserukira",,,general,"Dans celui-ci, il est écrit ce qui suit :",,,,,,13,112
,Muri ukwo kwezi haba izuba ryinshi n’inzara kuko ivyo baba barejeje mu kwezi kw’indwi n’ukumunani baba barabimaze bakwita kandi Karangazagisabo,,,general,"En ce mois-ci et la faim parce que ce qu'ils ont saisi dès le septième et le huitième mois, ils t'ont aussi appelé, aussi Kararapgisab",,,,,,20,143
,"Muri uwo mwaka nyene, hari uwaciye andondera, ampa akaraka ko kuza ndahinyanyura ibijanye n’Ikirundi mu mareresi yariko aratunganya.",,,general,"La même année, il y avait quelqu'un qui me cherchait, il m'appelait en ridiculisant le Kirundi au début de son organisation.",,,,,,18,132
,"Muringanira ni umukecuru w’amarara. Umunsi umwe, yumvise aho babaze, agenda ariruka, asanga inyama nzizanziza bazimaze.",,,general,"Murinangari est une sale vieille femme. Un jour, quand il entendit où ils demandaient, il courut et trouva de la bonne viande qu'ils avaient.",,,,,,15,119
,"Murumunawe ati: «Urumva nzyoye*.» Bukeye, Gakobwa agenda mw’isoko, aza azanye imivunde ibiri; na we Congera yarakunda cane imyumbati.",,,general,"Le frère cadet dit : <<Tu m'entends chanter*.>> Le lendemain, Gakobwa se rend au marché et rapporte deux paniers ; Congera aimait aussi les concombres.",,,,,,18,133
,Muti none mu bisanzwe urwo urwego nshingwarurimi rwoba rutunganijwe gute,,,general,Comment ce niveau de développement du langage est-il normalement organisé ?,,,,,,10,72
,Muyinga ni igisagara kimwe mubisagara bigize igihugu c'Uburundi,,,general,Muyinga est l'une des villes qui composent le pays du Burundi,,,,,,8,63
,"Mvuga mu kirundi (naho woba uriko uvuga izindi ndimi, urupfasoni rw’ikirundi rurategerezwa)",,,general,"Je parle en ourdou (même si vous parlez d'autres langues, la langue ourdou est indispensable)",,,,,,12,91
,Mvuyekure ati: «Hari ugica muri utwo tuyira amabarabarayaraje ? Uyaciyemwo urume arabaza. Itegereze na we amaguru yanje.»,,,general,"Il reprit : ""Vas-tu passer par là et tisser les routes ? Tu as vécu et tu as demandé. Et tu feras mes jambes.>>>",,,,,,17,121
,Mwogira mute mutamfise? Ni je ndima ni je ndabuhagira. Eka muri vyose ni je ndabatunze.,,,general,"Comment peux-tu t'avoir ? C'est moi qui le fais. En tout, j'ai des richesses.",,,,,,15,87
,"Mw’itegeko rigenga ikoreshwa ry’indimi mu Burundi, ryo muri Kigarama 2013",,,general,"Dans la loi réglementant l'usage des langues au Burundi, de décembre 2013",,,,,,10,73
,"Mw’itora nta jwi riruta irindi, kandi umuntu wese atora mu mwiherero, uko ashaka, agatorera ahazwi.",,,general,"Aux élections, aucun vote n'est meilleur qu'un autre, et chacun vote en privé, comme il l'entend, et vote dans un lieu connu.",,,,,,15,99
,"Mw’itunganywa ryayo n’ingene ikora, imigambwe itegerezwa kwisunga ingingo ngenderwako ziranga intwaro rusangi.",,,general,"Dans son organisation et son fonctionnement, le conseil doit adhérer aux principes qui caractérisent le gouvernement commun.",,,,,,12,110
,"Na ho aho akuye ikirenge, wogira haciye umusakanyiga. Ugira ngo",,,general,"Et là où il ôte son pied, tu lui couperas la parole. Tu dis",,,,,,10,63
,"Na twe nta kindi badushinze atari ukwiga.Ku mugoroba, twese duhwaniye i muhira, turayaga ;",,,general,Ils ne nous ont rien appris d'autre que d'étudier.,,,,,,14,90
,"Na yo Reta ikihutira gushiraho urwego nshingwakirundi, rwo rwofasha bikomeye mu guteza imbere no kunagura ikirundi maze amakemwa rufise agahera burundu",,,general,"Et le gouvernement s'est empressé de créer un organe exécutif pour le pays, ce qui contribuera grandement au développement et à l'expansion du pays et les problèmes existants seront complètement éliminés.",,,,,,21,151
,Na yo amavunja ari mu kumuhenura. Umushatsi usigaye ari ikigunda. Ntumubwire igisokozo woba umututse. Inda ni zo zisigaye zijejeta gusa.,,,general,Et les vœux étaient désespérés. Le reste des cheveux est un bouclier. Ne lui dis pas que tu serais en tournée. Les autres arrivent juste.,,,,,,20,136
,"Na yo nta handi irohera atari mu kanigo. Iyo abahigi batevye na gatoyi, basanga Gifokozi yahaze, izo mu nda yazihejeje.",,,general,"Et il n’y a aucun endroit où c’est meilleur que dans la cuisine. En avançant un peu plus longtemps, les chasseurs trouvèrent Gifokozi plein et le contenu de son estomac était vide.",,,,,,20,119
,Naciye ndacanka nsubira gusaba ibisata vy’indimi n’amayagwa vyo muri Afrika nyene,,,general,J'y suis ensuite retourné et j'ai demandé une liste des langues et langues africaines,,,,,,11,81
,"Nagize ngo ndacayikubita hasi, isigara mw’isemo, nanje nsigarana igice c’umuhini mu ntoke.",,,general,"Je l'ai frappé, et il est tombé sur le garçon, et j'ai aussi laissé un morceau de cruche dans la main.",,,,,,12,90
,"Naho biri uko, ikiremve yari indya iryoshe cane kandi y’abifise icogihe.",,,general,"Néanmoins, la sortie a été très intéressante et quelque peu culinaire.",,,,,,11,72
,"Naho bir’uko, kubw’uyo mutama, iyo ndamukanyo ngo hari abo itaramutswa yose, cane cane mu gace kabaza ko ari akavubu",,,general,"Cependant, à cause de cet homme, peu importe qu'il ne le tue pas, surtout en silence",,,,,,19,116
,"Naho nyene indimi mvamahanga twazisigaranye, Ikirundi cacu cagumye gifise ikibanza ca mbere",,,general,"Même si les langues étrangères ont été laissées, notre Kirundi a gardé la première place",,,,,,12,91
,Naho vyoca kure bokwisanga Ikirundi kiri muri wa mugwi w’indimi ziri mu kuzimangana.,,,general,"Même si vous allez loin, vous constaterez que l'Ikirundi appartient au groupe des langues en voie d'extinction.",,,,,,13,84
,Naka n’umwanditsi koko kuko aba ashoboye kwandika inkuru ziwe mu majambo aryohoye bigashimisha abazisoma,,,general,Et aussi l'écrivain car il est capable d'écrire ses histoires avec les mots qu'ils lisent à ceux qui les lisent.,,,,,,14,104
,Nambara mu kirundi : mu bisanzwe ibije vyose sintegerezwa kubikwirikira ntabanje kwirimbura,,,general,"Je vais le dire autrement : en général, je ne suis pas obligé de suivre tous les budgets sans y penser au préalable",,,,,,12,91
,"Namubwira ca gisata, ukaza wumva avuze ati :« None vyagufatiye hehe ngo wige ibintu ataho bizogushikana?",,,general,"Je lui ai parlé du département, vous l'avez entendu dire : « Où vous a-t-il fallu apprendre des choses qu'il n'y aura nulle part ?",,,,,,16,104
,Naratahuye ko urwo rurimi bishika rugakengerwa; kandi bigakorwa n’abari bakwiye kuruha ikibanza,,,general,J'ai réalisé que le langage était abusé ; et c'est fait par ceux qui devraient donner la place,,,,,,12,95
,Nariye inyoni nyishi nzira rwungere.,,,proverbs,J'ai mangé un vrai oiseau en chemin.,,,,,,5,36
,"Nashitse i muhira nezerewe cane,nsanga mama ariko arakora utwo akora",,,general,Je suis arrivé à la maison très heureux et j'ai trouvé ma mère en train de faire ça,,,,,,10,68
,"Navuye kwiga nca aho Kayoya aragiye, nsanga ibijumbu yokeje birahiye,turabisangira. Ntiwokwumva ingene vyari biryoshe.",,,general,"Quand je suis sorti, j'ai trouvé les tabourets, je trouve que les tabourets étaient mis et nous les avons mangés. Vous n’entendrez pas à quel point c’est amusant.",,,,,,14,118
,Nayo abatunganya intonde z’ivyigwa bokwongereza umwanya urwo rurimi rwigwa mu mashure,,,general,Ils préparent également des listes de cours d'anglais lorsque cette langue est enseignée dans les écoles.,,,,,,11,85
,"Ncinjira kaminuza, hari abantwenze ngo nize ibitagira akamaro mu buzima",,,general,"J'entre au collège, certains rient d'avoir appris des choses",,,,,,10,71
,"Ndababwira nti ivyo nta fatiro bifise, ariko baguma bagerageza kubinyumvisha, mu kumpa insiguro zitagira mvura nyene",,,general,"Je vous le dis, ce n'est pas le cas, mais ils continuent d'essayer d'y parvenir, en me donnant un discours parfait qui est juste",,,,,,16,116
,Ndabikika gute ? Ese isuka y’abandi! Nkwirwa hehe ga bane ba mama?,,,general,Comment puis-je y jouer ? Quel oint ! Où trouvez-vous les quatre mères de ma mère ?,,,,,,12,66
,Ndabirunguruke yaguye mu myugariro.,,,proverbs,Je le visite dans les champs.,,,,,,4,35
,"Ndabizi, ariko iyo ihejeje kuvuga ni iy’abanyeshure, erega? irisangije ijwi.",,,general,"Je sais, mais quand il s’agit uniquement de ça, c’est pour les étudiants, moi ? il a partagé.",,,,,,10,76
,Ndacari muto nibwo butindi.,,,proverbs,Je suis encore jeune.,,,,,,4,27
,Ndagorora yavunye ibano.,,,proverbs,J'ai reniflé et la bougie a accepté.,,,,,,3,24
,"Ndagufature, ariko ubandonderere ubaronka. Genda uriruka,",,,general,"Je suis malade, c'est lui qui va les retrouver souvent. Gealo court,",,,,,,6,57
,"Ndagukunda ava ku nzoga,ndakwanka akava ku nzoga.",,,proverbs,"Je t'aime, de la bière, et tu t'as détesté, du ventre.",,,,,,7,49
,"Ndahumiriza ndaruhekenya, numva ruraryoshe. Duca turatonora ivyari bisigaye, turabisangira ; mbere vyinshi ni je nabiriye.",,,general,"Je le jure et je trouve que c'est amusant. Nous faisons aussi le reste, et nous le partageons ; la plupart de moi, j'ai mangé.",,,,,,15,122
,Ndakwanka ntivamwo ndagukunda.,,,proverbs,Je te déteste et je t'aime.,,,,,,3,30
,Ndanse abera umusazi.,,,proverbs,Je déteste les fous.,,,,,,3,21
,"Ndayisaba yiga mu mwaka wa kabiri. Emwe n’aho nagendeye, sinari bwabone umwana asamara nka we! Na mwe nimwiyumvire :",,,general,Je le pose en deuxième année. Je n'ai pas pu voir un enfant comme lui ! Je pense aussi :,,,,,,19,116
,"Ndetse n’iyo bayiramukijwe kubera ukutamenya, ntiyishurwa",,,general,"Même s’ils sont excusés de ne pas savoir, ils ne sont pas payés",,,,,,6,57
,"Ndibuka muri Kigarama mu mwaka uheze, nari nagiye mw’isabukuru mu gihugu ca Tiniziya",,,general,"Je me souviens qu'en décembre de l'année dernière, je suis allé en Tunisie pour mon anniversaire",,,,,,13,84
,"Ndiyemeje kurwanya ivyiyumviro n’ingendo z’ihonyabwoko n’ugukumirana, guharanira no guteza imbere agateka ka zina muntu.",,,general,"Je suis déterminé à lutter contre les pensées et les actions de la tyrannie et à prévenir, combattre et promouvoir le droit au nom humain.",,,,,,14,120
,Ndunguruke nikwo kwiba.,,,proverbs,Allons voler.,,,,,,3,23
,"Negura isuka n’igitemere, ndaduga, ntaha zirayoye. Emwe, aho ifuku igerereye, ntihagezwa intemere",,,general,"Critiquez le versement et le plat, dis-je, ils ne sont pas sucrés. Oui, là où est la poussière, il n'y a pas de permission",,,,,,12,97
,Ngerageze wa Ngerageze yaburanye Ruvyironza ngo ni umwaba usiga se.,,,proverbs,Ngerageze de Ngerageze a accusé Ruvyironza d'être celui qui a quitté son père.,,,,,,10,67
,"Ngira Imana, mpura na Onesphore Nibigira,  uwaminuje ivy’indimi n’amayagwa vya Afurika, aransigurira",,,general,"Je prie Dieu, je rencontre Onesphore Nibigira, qui comprend les langues et les coutumes de l'Afrique, m'explique-t-il",,,,,,12,100
,Ngizi ingingo zapfunditswe n’iyo nama nkarishabwenge:,,,general,Je connais les sujets abordés par ce sage conseil :,,,,,,6,53
,"Ngo mpengere burashitse, nsaba uruhusha ngo nzoje kubaramutsa. Ariko agatima kose kari kuri vya biyoba.",,,general,"Je pense qu'il est temps, je demande votre permission pour les saluer. Mais l’ambiance générale est à la peur.",,,,,,15,103
,"Ngo nshikeyo, ndarimurura, ndahebura n’inkondo. Aho nkubise isuka, nseruka ku mwobo.",,,general,"Alors pour y arriver, je le relève, et j'abandonnerai le podan. Là où j'ai frappé, je suis apparu sur le trou.",,,,,,11,84
,Ng’uwo Kariwabo avuye kw’ishure. Nyina amwakirije yompi n’igishika c’umuvyeyi. Yinjiye mu nzu yakiriye isahani,,,general,C'est comme si Kariwabo rentrait de l'école. Sa mère les accueillit tous les deux avec la chaleur d'un père. Il est entré dans la maison et a reçu l'assiette,,,,,,14,110
,Ni agahore ntiworaba. Riri heza kandi ryubatswe neza. Rifise umuryango n’amadirisha vyagutse.,,,general,Ce n'est pas un indice. C'est bien construit. Il a la famille et les larges fenêtres.,,,,,,12,93
,"Ni caba gikenye naho, bene kugitungisha ni bande, uretse twebwe twakirazwe",,,general,"S’il est faible, s’il est pauvre, vos propriétaires sont bien sauvés.",,,,,,11,74
,"Ni co gituma irima rihagarara, ariko abafise ahatotahaye kubera amazi, bararima bakeza.",,,general,"C'est pourquoi le vivant se tient debout, mais ceux qui ont tué à cause de l'eau, ils trompent l'eau.",,,,,,12,87
,"Ni harambe Ikirundi, co rurimi rwatwonkeje",,,general,"C'est une expérience de l'ourdou, qui est la langue de notre pays",,,,,,6,42
,"Ni ho hasanzwe Ingoro y’imico n'akaranga (Musée National de Gitega), ikibanza gifise intonde z’ivyegeranyo vy’akahise, Imico, n’ibikoresho vyakoreshwa kera",,,general,"Il abrite le Musée National de la Culture et de la Nature (Musée National de Gitega), un site qui abrite une collection d'objets, de cultures et d'objets.",,,,,,19,155
,"Ni ho usanga ibiro bikuru vya Reta, harimwo Ibiro vya Perezida, Inama nshingamateka, n’ibindi bigo vya Leta",,,general,"C'est là que se trouvent les principaux bureaux du gouvernement, notamment le bureau du président, le Conseil législatif et d'autres agences gouvernementales.",,,,,,17,107
,"Ni ho usanga inka zihaze ubwatsi zikagaramanga kuko zihaze umuyonga, amapfizi akirirwa arivuga",,,general,"C'est là que les vaches rassasiées d'herbe sont heureuses parce qu'elles sont rassasiées, et les bœufs paissent et parlent.",,,,,,13,94
,Ni ikibazo ca Reta gihambaye cane gitanga uburenganzira bwo kwinjira muri kaminuza,,,general,C'est une question d'État très importante qui accorde l'admission aux universités,,,,,,12,82
,Ni intara uravye ahantu iherereye ihagaze neza kuko ihana urubibe n'ibihugu vy'Urwanda hamwe na Repubulika Iharanira Intwarorusangi ya Kongo(RDC),,,general,C'est une province bien située car elle borde les pays du Rwanda et de la République Démocratique du Congo (RDC).,,,,,,19,145
,Ni ko nta mwigeme wo gutaha ijoro mu gihe ata co ariko arakora,,,general,Il n'y a aucune raison de rentrer chez soi le soir quand il n'y a rien à faire,,,,,,13,62
